Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
$0,22.36%,$0.00,$0.00,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,0,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,0,0,0,0,0,0,0,0,0,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$100,3.94%,$75.51,$45.85,$0.01,0,$0.00,0,$0.41,0.005,$0.25,0.004,$0.06,0.001,$0.00,0,$0.00,0,$0.07,0.003,$0.57,0.018,$0.25,0.022,$0.07,0.002,$0.06,0.002,$0.01,0,$0.00,0,$0.00,0,$1.53,0.064,0,0,$3.18,0.339,$1.01,0.03,$0.19,0.005,$0.00,0,$0.00,0,$0.06,0.001,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.07,0.002,$0.02,0.001,$0.23,0.021,$0.06,0.006,$1.46,0.058,0,0,0,0,0,0,0,0,0,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$200,4.39%,$147.14,$152.68,$0.03,0,$0.01,0,$6.11,0.052,$2.22,0.021,$0.47,0.007,$0.01,0,$0.00,0,$0.19,0.007,$2.42,0.061,$1.06,0.081,$0.33,0.007,$0.28,0.006,$0.03,0.001,$0.02,0,$0.00,0,$7.70,0.146,0.001,0,$6.87,0.587,$2.10,0.06,$0.28,0.006,$0.00,0,$0.00,0.001,$0.47,0.006,$0.00,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.19,0.006,$0.09,0.004,$0.97,0.077,$0.12,0.011,$7.58,0.135,0,0,0,0,0,0,0,0,0,0,$0.35,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$300,4.45%,$214.20,$249.48,$0.20,0.001,$0.01,0,$15.16,0.114,$5.17,0.043,$1.00,0.013,$0.05,0,$0.00,0,$0.40,0.013,$5.05,0.129,$2.58,0.189,$0.87,0.014,$0.68,0.011,$0.09,0.002,$0.10,0,$0.00,0,$14.79,0.233,0,0,$10.70,0.824,$3.56,0.103,$0.43,0.009,$0.00,0,$0.01,0.001,$0.99,0.013,$0.00,0,$0.05,0,$0.00,0,$0.00,0,$0.01,0,$0.39,0.013,$0.28,0.011,$2.30,0.177,$0.24,0.02,$14.55,0.213,0,0,0,0,0,0,0,0,0,0,$2.09,0.02,$0.13,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$400,3.95%,$277.05,$349.07,$0.42,0.001,$0.02,0,$23.30,0.167,$8.60,0.067,$1.70,0.021,$0.07,0,$0.00,0,$0.64,0.021,$7.89,0.201,$4.49,0.313,$1.71,0.025,$1.29,0.02,$0.16,0.003,$0.25,0,$0.00,0,$21.72,0.315,0.001,0,$14.73,1.057,$5.19,0.14,$0.50,0.01,$0.00,0,$0.02,0.001,$1.68,0.02,$0.00,0,$0.07,0,$0.00,0,$0.00,0,$0.02,0,$0.61,0.02,$0.50,0.021,$3.99,0.292,$0.36,0.029,$21.36,0.287,0,0,0,0,0,0,0,0,0,0,$4.33,0.04,$0.53,0.01,$0.04,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$500,3.64%,$336.10,$448.89,$0.86,0.002,$0.03,0,$31.76,0.221,$11.87,0.093,$2.57,0.032,$0.15,0.001,$0.00,0,$0.96,0.032,$11.02,0.281,$6.70,0.442,$3.10,0.042,$2.27,0.032,$0.28,0.005,$0.55,0,$0.00,0,$28.41,0.393,0.001,0,$18.86,1.286,$6.79,0.177,$0.61,0.011,$0.01,0,$0.03,0.001,$2.54,0.03,$0.01,0,$0.14,0.001,$0.00,0,$0.00,0,$0.03,0.001,$0.93,0.031,$0.96,0.035,$5.74,0.407,$0.56,0.041,$27.85,0.352,0,0,0,0,0,0,0,0,0,0,$7.24,0.06,$1.24,0.01,$0.12,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$600,3.28%,$391.71,$549.56,$1.34,0.003,$0.04,0,$39.78,0.27,$15.06,0.116,$3.31,0.041,$0.32,0.001,$0.00,0,$1.26,0.04,$14.69,0.36,$9.02,0.574,$4.75,0.058,$3.26,0.044,$0.40,0.007,$1.09,0.01,$0.00,0,$34.78,0.473,0,0,$22.85,1.501,$8.33,0.203,$0.71,0.012,$0.01,0,$0.04,0.001,$3.27,0.039,$0.02,0,$0.30,0.001,$0.00,0,$0.00,0,$0.05,0.001,$1.21,0.039,$1.44,0.05,$7.58,0.525,$0.95,0.058,$33.84,0.415,0,0,0,0,0,0,0,0,0,0,$10.58,0.08,$2.17,0.02,$0.33,0,$0.05,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$700,2.91%,$444.23,$649.23,$2.01,0.004,$0.06,0,$46.89,0.314,$18.20,0.137,$4.15,0.049,$0.48,0.002,$0.00,0,$1.62,0.05,$18.02,0.432,$11.22,0.691,$6.38,0.075,$4.35,0.056,$0.55,0.009,$1.48,0.01,$0.00,0,$40.74,0.547,0,0,$26.86,1.701,$9.88,0.232,$0.87,0.014,$0.01,0,$0.06,0.002,$4.09,0.048,$0.03,0,$0.46,0.002,$0.00,0,$0.00,0,$0.10,0.002,$1.52,0.048,$1.85,0.06,$9.37,0.63,$1.28,0.071,$39.46,0.476,0,0,0,0,0,0,0,0,0,0,$13.71,0.11,$3.27,0.03,$0.63,0.01,$0.12,0,$0.02,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0
$800,2.64%,$493.95,$748.71,$2.74,0.006,$0.08,0,$53.68,0.354,$21.40,0.16,$5.07,0.059,$0.65,0.002,$0.01,0,$1.97,0.06,$21.21,0.501,$13.44,0.805,$8.34,0.093,$5.54,0.07,$0.71,0.01,$2.09,0.01,$0.00,0,$45.86,0.612,0,0,$30.98,1.906,$11.50,0.257,$1.06,0.015,$0.01,0,$0.07,0.002,$5.00,0.058,$0.04,0,$0.60,0.002,$0.00,0,$0.01,0,$0.14,0.002,$1.83,0.058,$2.40,0.073,$11.04,0.732,$1.49,0.083,$44.36,0.529,0,0,0,0,0,0,0,0,0,0,$16.86,0.13,$4.48,0.04,$1.00,0.01,$0.23,0,$0.05,0,$0.02,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0
$900,2.42%,$541.16,$849.27,$3.82,0.007,$0.15,0,$60.11,0.393,$24.24,0.179,$5.96,0.07,$0.92,0.003,$0.01,0,$2.41,0.073,$24.24,0.567,$15.85,0.919,$10.31,0.112,$6.79,0.083,$0.86,0.012,$2.66,0.02,$0.00,0,$50.83,0.676,0,0,$35.18,2.111,$13.16,0.288,$1.23,0.017,$0.02,0,$0.09,0.003,$5.87,0.067,$0.05,0,$0.87,0.003,$0.00,0,$0.01,0,$0.16,0.002,$2.25,0.07,$3.06,0.088,$12.79,0.83,$1.81,0.096,$49.02,0.579,0,0,0,0,0,0,0,0,0,0,$20.12,0.15,$5.78,0.05,$1.47,0.01,$0.38,0,$0.10,0,$0.02,0,$0.01,0,$0.00,0,$0.00,0,$0.00,0
"$1,000",2.17%,$586.10,$950.05,$5.30,0.009,$0.18,0,$65.53,0.425,$26.91,0.199,$6.88,0.079,$1.17,0.004,$0.01,0,$2.75,0.082,$27.23,0.624,$18.00,1.02,$12.35,0.13,$8.01,0.096,$1.06,0.014,$3.27,0.02,$0.00,0,$55.80,0.734,0.001,0,$38.96,2.276,$14.73,0.309,$1.43,0.019,$0.02,0,$0.13,0.003,$6.76,0.076,$0.08,0,$1.09,0.004,$0.00,0,$0.01,0,$0.19,0.003,$2.56,0.079,$3.64,0.103,$14.36,0.918,$2.10,0.109,$53.70,0.625,0,0,0,0,0,0,0.001,0.001,0.001,0.001,$23.04,0.17,$7.09,0.06,$1.96,0.02,$0.57,0.01,$0.16,0,$0.05,0,$0.02,0,$0.01,0,$0.01,0,$0.00,0
"$1,100",1.97%,$628.96,"$1,049.47",$6.46,0.011,$0.19,0,$70.50,0.456,$29.80,0.219,$7.69,0.088,$1.44,0.005,$0.01,0,$3.13,0.091,$30.15,0.677,$20.10,1.112,$14.63,0.15,$9.36,0.111,$1.21,0.015,$4.07,0.02,$0.00,0,$60.30,0.792,0.001,0,$42.75,2.432,$16.36,0.328,$1.63,0.02,$0.02,0.001,$0.14,0.004,$7.55,0.085,$0.09,0,$1.35,0.005,$0.00,0,$0.01,0,$0.21,0.004,$2.91,0.088,$4.22,0.116,$15.88,0.996,$2.50,0.123,$57.80,0.668,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,$25.76,0.19,$8.40,0.07,$2.50,0.02,$0.77,0.01,$0.22,0,$0.07,0,$0.02,0,$0.01,0,$0.01,0,$0.00,0
"$1,200",1.81%,$669.93,"$1,149.45",$7.72,0.012,$0.21,0,$75.17,0.483,$32.36,0.236,$8.88,0.102,$1.84,0.006,$0.02,0,$3.50,0.102,$32.92,0.727,$22.08,1.201,$16.73,0.169,$10.62,0.124,$1.39,0.017,$4.73,0.03,$0.00,0,$64.55,0.845,0.001,0,$46.09,2.577,$18.04,0.348,$1.83,0.022,$0.02,0.001,$0.17,0.004,$8.71,0.097,$0.13,0,$1.71,0.006,$0.00,0,$0.02,0,$0.24,0.004,$3.26,0.098,$4.77,0.129,$17.31,1.072,$2.81,0.137,$61.73,0.708,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,$28.49,0.2,$9.72,0.08,$3.03,0.03,$0.99,0.01,$0.32,0,$0.11,0,$0.03,0,$0.01,0,$0.01,0,$0.00,0
"$1,300",1.66%,$709.16,"$1,249.24",$9.44,0.014,$0.21,0,$78.95,0.506,$35.50,0.258,$9.77,0.11,$2.28,0.007,$0.02,0,$3.95,0.115,$35.28,0.769,$24.05,1.281,$18.80,0.187,$11.87,0.137,$1.51,0.018,$5.42,0.03,$0.00,0,$68.33,0.893,0.001,0,$49.51,2.716,$19.71,0.366,$2.03,0.023,$0.02,0.001,$0.20,0.005,$9.57,0.106,$0.19,0.001,$2.09,0.007,$0.00,0,$0.02,0,$0.30,0.005,$3.64,0.11,$5.38,0.143,$18.67,1.138,$3.24,0.149,$65.09,0.743,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,$30.79,0.22,$10.88,0.08,$3.57,0.03,$1.23,0.01,$0.42,0,$0.15,0,$0.05,0,$0.02,0,$0.01,0,$0.01,0
"$1,400",1.55%,$746.79,"$1,348.83",$11.12,0.016,$0.26,0,$82.82,0.527,$38.04,0.276,$10.82,0.121,$2.60,0.008,$0.03,0,$4.35,0.127,$37.67,0.809,$26.01,1.356,$20.70,0.202,$13.04,0.149,$1.70,0.02,$5.96,0.03,$0.00,0,$71.91,0.936,0.001,0,$52.80,2.836,$21.83,0.387,$2.21,0.024,$0.02,0.001,$0.28,0.005,$10.54,0.116,$0.24,0.001,$2.36,0.007,$0.00,0,$0.03,0,$0.35,0.006,$4.00,0.121,$6.01,0.155,$20.00,1.201,$3.66,0.161,$68.25,0.775,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$33.09,0.23,$11.99,0.09,$4.09,0.03,$1.44,0.01,$0.52,0.01,$0.19,0,$0.07,0,$0.04,0,$0.02,0,$0.01,0
"$1,500",1.41%,$782.94,"$1,449.13",$12.83,0.018,$0.28,0,$86.18,0.548,$40.47,0.293,$11.77,0.132,$3.09,0.009,$0.04,0.001,$4.74,0.137,$39.95,0.847,$27.87,1.427,$22.54,0.218,$14.01,0.159,$1.85,0.021,$6.68,0.04,$0.00,0,$75.87,0.983,0.001,0,$56.11,2.964,$23.40,0.4,$2.41,0.026,$0.02,0.001,$0.30,0.006,$11.47,0.126,$0.29,0.001,$2.80,0.009,$0.00,0,$0.04,0,$0.41,0.007,$4.33,0.13,$6.62,0.167,$21.25,1.26,$4.23,0.175,$71.65,0.808,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$35.19,0.25,$13.11,0.1,$4.59,0.04,$1.68,0.02,$0.62,0.01,$0.24,0,$0.09,0,$0.05,0,$0.02,0,$0.01,0
"$1,600",1.34%,$817.72,"$1,548.13",$15.21,0.02,$0.37,0,$89.11,0.565,$42.91,0.309,$12.79,0.142,$3.57,0.01,$0.04,0.001,$5.15,0.148,$41.99,0.88,$29.67,1.494,$24.23,0.23,$14.84,0.168,$2.02,0.022,$7.37,0.04,$0.00,0,$79.68,1.027,0.001,0,$58.96,3.068,$25.24,0.416,$2.63,0.027,$0.02,0.001,$0.34,0.007,$12.45,0.135,$0.38,0.001,$3.19,0.01,$0.00,0,$0.04,0.001,$0.48,0.008,$4.67,0.14,$7.23,0.178,$22.45,1.316,$4.78,0.186,$74.89,0.841,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$37.04,0.26,$14.10,0.11,$5.04,0.04,$1.87,0.02,$0.71,0.01,$0.28,0,$0.11,0,$0.05,0,$0.03,0,$0.02,0
"$1,700",1.24%,$851.23,"$1,650.41",$17.30,0.022,$0.41,0,$92.24,0.585,$45.28,0.326,$13.55,0.15,$4.20,0.012,$0.05,0.001,$5.64,0.161,$44.23,0.911,$31.33,1.555,$26.05,0.244,$15.74,0.178,$2.19,0.024,$8.11,0.04,$0.00,0,$83.13,1.062,0.001,0,$61.80,3.172,$26.82,0.43,$2.91,0.029,$0.03,0.001,$0.37,0.007,$13.17,0.143,$0.52,0.001,$3.68,0.011,$0.01,0,$0.04,0.001,$0.56,0.01,$5.08,0.151,$7.77,0.188,$23.56,1.367,$5.43,0.196,$77.70,0.866,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$39.20,0.27,$15.39,0.12,$5.76,0.05,$2.27,0.02,$0.95,0.01,$0.42,0,$0.19,0,$0.10,0,$0.05,0,$0.02,0
"$1,800",1.13%,$883.54,"$1,749.34",$19.75,0.024,$0.43,0,$94.78,0.6,$47.56,0.342,$14.34,0.159,$4.67,0.013,$0.05,0.001,$6.14,0.173,$46.33,0.939,$32.90,1.609,$27.51,0.257,$16.48,0.186,$2.32,0.025,$8.71,0.05,$0.00,0,$86.26,1.098,0.001,0,$64.70,3.271,$28.43,0.441,$3.19,0.031,$0.03,0.001,$0.40,0.008,$13.94,0.151,$0.67,0.001,$3.99,0.012,$0.01,0,$0.04,0.001,$0.65,0.011,$5.49,0.162,$8.28,0.197,$24.62,1.411,$6.03,0.207,$80.23,0.891,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$40.87,0.28,$16.34,0.12,$6.27,0.05,$2.54,0.02,$1.08,0.01,$0.46,0,$0.21,0,$0.11,0,$0.05,0,$0.03,0
"$1,900",1.04%,$914.76,"$1,848.35",$21.91,0.026,$0.46,0,$96.98,0.614,$50.01,0.359,$15.08,0.166,$5.13,0.014,$0.05,0.001,$6.70,0.186,$48.45,0.965,$34.46,1.66,$29.08,0.269,$17.37,0.195,$2.42,0.026,$9.29,0.05,$0.00,0,$89.39,1.132,0.001,0,$67.05,3.353,$30.13,0.452,$3.53,0.033,$0.03,0.001,$0.42,0.008,$14.67,0.158,$0.76,0.001,$4.38,0.013,$0.01,0,$0.05,0.001,$0.69,0.011,$6.00,0.175,$8.82,0.206,$25.64,1.454,$6.70,0.216,$82.69,0.916,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$42.30,0.29,$17.16,0.13,$6.69,0.05,$2.75,0.02,$1.18,0.01,$0.52,0.01,$0.24,0,$0.12,0,$0.06,0,$0.03,0
"$2,000",0.95%,$945.00,"$1,950.51",$24.10,0.027,$0.48,0,$99.10,0.627,$52.37,0.374,$15.93,0.175,$5.66,0.015,$0.06,0.001,$7.14,0.197,$50.29,0.988,$35.68,1.706,$30.63,0.28,$18.19,0.203,$2.56,0.027,$9.88,0.05,$0.00,0,$92.24,1.161,0.001,0,$69.61,3.437,$31.56,0.462,$3.77,0.034,$0.03,0.001,$0.43,0.008,$15.51,0.166,$0.90,0.002,$4.75,0.014,$0.01,0,$0.06,0.001,$0.74,0.012,$6.40,0.185,$9.15,0.212,$26.53,1.493,$7.19,0.225,$85.05,0.936,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$43.74,0.3,$18.01,0.13,$7.13,0.06,$2.99,0.03,$1.32,0.01,$0.59,0.01,$0.28,0,$0.14,0,$0.07,0,$0.04,0
"$2,100",0.93%,$974.31,"$2,050.98",$26.54,0.029,$0.53,0,$101.10,0.638,$54.46,0.387,$17.04,0.185,$6.15,0.016,$0.07,0.001,$7.57,0.207,$52.16,1.009,$36.99,1.748,$31.98,0.291,$18.87,0.21,$2.65,0.028,$10.46,0.05,$0.00,0,$94.77,1.189,0.001,0,$72.10,3.521,$33.40,0.474,$4.12,0.037,$0.04,0.001,$0.44,0.009,$16.59,0.176,$1.01,0.002,$5.14,0.015,$0.01,0,$0.07,0.001,$0.81,0.013,$6.77,0.194,$9.53,0.22,$27.45,1.528,$7.76,0.234,$87.01,0.955,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$45.01,0.31,$18.70,0.14,$7.51,0.06,$3.22,0.03,$1.46,0.01,$0.68,0.01,$0.33,0,$0.18,0,$0.09,0,$0.04,0
"$2,200",0.85%,"$1,002.72","$2,150.16",$28.70,0.031,$0.57,0,$103.09,0.65,$56.23,0.4,$17.79,0.192,$6.71,0.018,$0.08,0.001,$8.15,0.22,$53.97,1.031,$38.31,1.79,$33.53,0.301,$19.59,0.217,$2.74,0.029,$11.20,0.05,$0.00,0,$97.19,1.216,0.001,0,$74.36,3.596,$35.14,0.484,$4.58,0.038,$0.04,0.001,$0.54,0.01,$17.25,0.182,$1.12,0.002,$5.59,0.016,$0.01,0,$0.08,0.001,$0.87,0.014,$7.27,0.206,$10.07,0.229,$28.25,1.561,$8.28,0.244,$88.91,0.972,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$46.36,0.32,$19.52,0.14,$7.99,0.06,$3.47,0.03,$1.61,0.01,$0.76,0.01,$0.37,0,$0.20,0,$0.11,0,$0.06,0
"$2,300",0.88%,"$1,030.26","$2,248.99",$30.98,0.032,$0.62,0,$105.14,0.663,$58.16,0.412,$18.60,0.2,$7.38,0.019,$0.09,0.001,$8.88,0.239,$55.84,1.052,$39.51,1.828,$35.03,0.312,$20.36,0.225,$2.80,0.029,$11.87,0.06,$0.00,0,$100.25,1.249,0.001,0,$77.16,3.674,$36.72,0.493,$4.86,0.039,$0.04,0.001,$0.58,0.011,$18.02,0.19,$1.33,0.002,$6.05,0.017,$0.01,0,$0.09,0.001,$1.04,0.016,$7.84,0.223,$10.50,0.237,$29.01,1.591,$8.98,0.255,$91.28,0.994,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$47.81,0.33,$20.44,0.15,$8.50,0.07,$3.75,0.03,$1.75,0.02,$0.83,0.01,$0.41,0,$0.22,0,$0.12,0,$0.06,0
"$2,400",0.78%,"$1,056.99","$2,350.42",$33.45,0.034,$0.68,0,$107.12,0.674,$59.87,0.426,$19.41,0.208,$7.82,0.02,$0.11,0.001,$9.38,0.251,$57.81,1.072,$40.75,1.869,$36.41,0.321,$21.10,0.232,$2.87,0.03,$12.43,0.06,$0.00,0,$102.57,1.274,0.001,0,$79.18,3.738,$38.59,0.501,$5.10,0.041,$0.04,0.001,$0.61,0.011,$18.79,0.197,$1.44,0.002,$6.38,0.018,$0.01,0,$0.10,0.001,$1.15,0.017,$8.23,0.234,$10.97,0.245,$29.79,1.624,$9.62,0.264,$92.95,1.01,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$49.26,0.34,$21.41,0.16,$9.15,0.07,$4.17,0.03,$2.01,0.02,$0.97,0.01,$0.50,0,$0.27,0,$0.16,0,$0.08,0
"$2,500",0.75%,"$1,082.95","$2,449.63",$36.45,0.036,$0.72,0,$108.76,0.684,$61.92,0.439,$20.32,0.217,$8.25,0.021,$0.12,0.001,$9.73,0.259,$59.61,1.091,$41.91,1.906,$37.67,0.33,$21.78,0.238,$2.96,0.03,$12.93,0.06,$0.00,0,$104.64,1.295,0.001,0,$81.43,3.801,$40.15,0.509,$5.48,0.042,$0.04,0.001,$0.62,0.011,$19.70,0.206,$1.59,0.002,$6.66,0.018,$0.01,0,$0.10,0.001,$1.18,0.018,$8.55,0.242,$11.37,0.252,$30.54,1.654,$10.17,0.271,$94.47,1.024,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$50.43,0.34,$22.19,0.16,$9.68,0.07,$4.51,0.04,$2.23,0.02,$1.10,0.01,$0.57,0.01,$0.32,0,$0.18,0,$0.09,0
"$2,600",0.68%,"$1,108.20","$2,550.13",$38.85,0.037,$0.77,0,$110.34,0.694,$63.41,0.449,$21.03,0.224,$8.68,0.022,$0.13,0.002,$10.23,0.27,$61.39,1.107,$43.02,1.94,$38.76,0.339,$22.42,0.244,$3.05,0.031,$13.29,0.06,$0.00,0,$107.17,1.319,0.001,0,$83.70,3.866,$41.77,0.516,$5.80,0.043,$0.04,0.001,$0.65,0.011,$20.38,0.212,$1.71,0.003,$6.97,0.019,$0.01,0,$0.12,0.001,$1.30,0.019,$8.93,0.251,$11.69,0.257,$31.33,1.683,$10.95,0.28,$96.22,1.04,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$51.57,0.35,$22.91,0.17,$10.11,0.08,$4.75,0.04,$2.35,0.02,$1.16,0.01,$0.61,0.01,$0.34,0,$0.20,0,$0.10,0
"$2,700",0.63%,"$1,132.78","$2,648.93",$41.40,0.039,$0.82,0.001,$111.55,0.702,$64.92,0.459,$21.72,0.23,$9.14,0.023,$0.14,0.002,$10.61,0.279,$62.96,1.122,$44.01,1.972,$39.92,0.347,$22.99,0.25,$3.12,0.032,$13.80,0.06,$0.00,0,$109.57,1.342,0.001,0,$85.66,3.92,$43.65,0.524,$6.04,0.044,$0.05,0.001,$0.73,0.012,$20.99,0.218,$1.84,0.003,$7.31,0.02,$0.01,0,$0.12,0.002,$1.36,0.021,$9.26,0.259,$12.01,0.263,$32.00,1.709,$11.68,0.288,$97.90,1.054,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$52.40,0.36,$23.43,0.17,$10.41,0.08,$4.92,0.04,$2.44,0.02,$1.21,0.01,$0.64,0.01,$0.36,0,$0.21,0,$0.11,0
"$2,800",0.58%,"$1,156.76","$2,749.73",$43.95,0.041,$0.88,0.001,$112.69,0.709,$66.54,0.47,$22.21,0.234,$9.67,0.024,$0.15,0.002,$10.95,0.288,$64.33,1.136,$44.93,2.001,$40.89,0.354,$23.55,0.256,$3.21,0.032,$14.14,0.07,$0.00,0,$111.88,1.363,0.001,0,$87.51,3.972,$45.34,0.533,$6.27,0.045,$0.05,0.001,$0.75,0.013,$21.46,0.221,$2.10,0.003,$7.57,0.02,$0.02,0,$0.14,0.002,$1.42,0.021,$9.54,0.267,$12.29,0.267,$32.64,1.734,$12.32,0.295,$99.56,1.068,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$53.22,0.36,$23.96,0.17,$10.75,0.08,$5.13,0.04,$2.57,0.02,$1.28,0.01,$0.67,0.01,$0.38,0,$0.23,0,$0.12,0
"$2,900",0.60%,"$1,180.15","$2,848.49",$47.36,0.043,$0.93,0.001,$114.13,0.717,$67.90,0.478,$22.87,0.24,$10.24,0.025,$0.17,0.002,$11.29,0.297,$65.72,1.149,$45.89,2.03,$41.95,0.362,$24.06,0.261,$3.32,0.033,$14.58,0.07,$0.00,0,$114.10,1.382,0.001,0,$89.25,4.02,$47.07,0.541,$6.50,0.046,$0.05,0.001,$0.79,0.013,$22.08,0.227,$2.33,0.003,$7.91,0.021,$0.02,0,$0.16,0.002,$1.46,0.022,$9.82,0.275,$12.62,0.272,$33.27,1.759,$13.09,0.302,$101.01,1.08,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,$54.26,0.37,$24.63,0.18,$11.14,0.08,$5.32,0.04,$2.66,0.02,$1.32,0.01,$0.69,0.01,$0.40,0,$0.24,0,$0.13,0
